,Fiyat,İl,İlçe,İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Yakıt Tipi,Vites Tipi,Motor Hacmi,Motor Gücü,Kilometre,Boya-değişen,Kimden,Sağ Arka Çamurluk,Arka Kaput,Sol Arka Çamurluk,Sağ Arka Kapı,Sağ Ön Kapı,Tavan,Sol Arka Kapı,Sol Ön Kapı,Sağ Ön Çamurluk,Motor Kaputu,Sol Ön Çamurluk,Ön Tampon,Arka Tampon,URL
19,100000,KAYSERİ,KOCASİNAN,17190850,18 Mart 2021,Volkswagen,Jetta,1.6 Comfortline,2006,LPG & Benzin,Düz,1595,102,266500,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-6-comfortline/sahibinden-volkswagen-jetta-1-6-comfortline-2006-model/17190850
20,100000,İSTANBUL,AVCILAR,15967238,16 Mart 2021,Volkswagen,Polo,1.2 Trendline,2012,Benzin,Düz,1198,70,135000,2 boyalı,Sahibinden,Orijinal,Orijinal,Lokal Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-2-trendline/fiyat-dustu-gelen-alir-son-gunler/15967238
21,100000,İZMİR,KARŞIYAKA,17161275,14 Mart 2021,Volkswagen,Golf,1.6 FSi Midline,2004,Benzin,Düz,1598,115,145000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-golf-1-6-fsi-midline/3-sahibinden-dusuk-km-volkswagen-golf-5-1-6-fsi-midline-2004-model/17161275
22,99999,MALATYA,BATTALGAZİ,17018108,22 Nisan 2021,Volkswagen,Jetta,1.4 TSi Comfortline,2009,Benzin,Düz,1560,110,510000,"3 değişen, 10 boyalı",Sahibinden,Boyanmış,Değişmiş,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Değişmiş,Boyanmış,Değişmiş,Boyanmış,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-4-tsi-comfortline/sahibinden-temiz-woswagen-jetta-1-4-konfort-ful-paket-sahibinden/17018108
23,99900,ANKARA,KAHRAMANKAZAN,17461115,03 Mayıs 2021,Volkswagen,Polo,1.4 Chrome Edition,2013,LPG & Benzin,Düz,1390,85,213000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-chrome-edition/sahibinden-volkswagen-polo-1-4-chrome-edition-2013-model/17461115
24,99900,ANKARA,ÇUBUK,16981129,16 Nisan 2021,Volkswagen,Golf,1.6 Primeline,2008,LPG & Benzin,Düz,1595,102,185000,1 boyalı,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-golf-1-6-primeline/sahibinden-volkswagen-golf-1-6-primeline-2008-model/16981129
25,99750,HATAY,ANTAKYA,17558865,25 Mayıs 2021,Volkswagen,Passat,1.6 FSi Comfortline,2008,LPG & Benzin,Düz,1598,115,236000,3 değişen,Sahibinden,Orijinal,Orijinal,Orijinal,Değişmiş,Değişmiş,Orijinal,Orijinal,Orijinal,Değişmiş,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-fsi-comfortline/sahibinden-volkswagen-passat-1-6-fsi-comfortline-2008-model/17558865
26,99750,İSTANBUL,KARTAL,16128775,04 Mayıs 2021,Volkswagen,Jetta,1.6 TDi Primeline,2011,Dizel,Yarı Otomatik,1598,105,302000,"1 değişen, 9 boyalı",Sahibinden,Boyanmış,Orijinal,Boyanmış,Boyanmış,Boyanmış,Orijinal,Boyanmış,Boyanmış,Değişmiş,Orijinal,Boyanmış,Boyanmış,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-6-tdi-primeline/sahibinden-volkswagen-jetta-1-6-tdi-primeline-2011-model/16128775
27,99500,MERSİN,SİLİFKE,17563016,25 Mayıs 2021,Volkswagen,Polo,1.4 Basicline,2004,LPG & Benzin,Düz,1390,75,121000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-basicline/sahibinden-volkswagen-polo-1-4-basicline-2004-model/17563016
28,99500,YOZGAT,SARIKAYA,17072933,18 Mayıs 2021,Volkswagen,Jetta,1.6 Comfortline,2006,LPG & Benzin,Düz,1595,102,277000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-6-comfortline/sahibinden-volkswagen-jetta-1-6-comfortline-2006-model/17072933
29,99500,İSTANBUL,MALTEPE,17045216,26 Nisan 2021,Volkswagen,Polo,1.2 TDi Trendline,2012,Dizel,Düz,1199,75,188350,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-2-tdi-trendline/sahibinden-volkswagen-polo-1-2-tdi-trendline-2012-model/17045216
30,99500,KONYA,BEYŞEHİR,17179942,17 Mart 2021,Volkswagen,Polo,1.2 TDi Trendline,2012,Dizel,Düz,1199,75,234000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-2-tdi-trendline/sahibinden-volkswagen-polo-1-2-tdi-trendline-2012-model/17179942
31,99500,ANKARA,MAMAK,17175156,17 Mart 2021,Volkswagen,Passat,1.6 FSi Comfortline,2008,Benzin,Düz,1598,115,196000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-fsi-comfortline/sahibinden-volkswagen-passat-1-6-fsi-comfortline-2008-model/17175156
32,99500,İZMİR,KARŞIYAKA,16418235,16 Mart 2021,Volkswagen,Polo,1.2 TDi Trendline,2012,Dizel,Düz,1199,75,186000,4 boyalı,Sahibinden,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Boyanmış,Boyanmış,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-2-tdi-trendline/doktordan-degisensiz-orjinal-km-masrafsiz/16418235
33,99000,ŞANLIURFA,HALFETİ,17500134,13 Mayıs 2021,Volkswagen,Polo,1.4 Trendline,2008,Benzin,Düz,1390,80,64000,"1 değişen, 2 boyalı",Sahibinden,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Değişmiş,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-trendline/64-000-km-bir-daha-gelmez-polo-1-4-trendline-2008-model/17500134
34,99000,BURSA,KARACABEY,17475359,06 Mayıs 2021,Volkswagen,Golf,1.6 FSi Midline,2004,Benzin,Düz,1598,115,180000,Belirtilmemiş,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Lokal Boyanmış,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-golf-1-6-fsi-midline/sahibinden-volkswagen-golf-1-6-fsi-midline-2004-model/17475359
35,99000,ANKARA,YENİMAHALLE,17314743,06 Nisan 2021,Volkswagen,Passat,1.8 T Exclusive,2004,LPG & Benzin,Otomatik,1781,150,329000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-8-t-exclusive/sahibinden-volkswagen-passat-1-8-t-exclusive-2004-model/17314743
36,98750,YOZGAT,ÇAYIRALAN,17516644,18 Mayıs 2021,Volkswagen,Polo,1.4 Trendline,2008,LPG & Benzin,Düz,1390,80,167000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-trendline/sahibinden-volkswagen-polo-1-4-trendline-2008-model/17516644
37,98750,BURSA,İNEGÖL,17040414,25 Nisan 2021,Volkswagen,Passat,2.0 FSi Comfortline,2006,LPG & Benzin,Otomatik,1984,150,265000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-2-0-fsi-comfortline/sahibinden-volkswagen-passat-2-0-fsi-comfortline-2006-model-bursa/17040414
38,98750,BURSA,OSMANGAZİ,17310694,06 Nisan 2021,Volkswagen,Jetta,1.9 TDi Midline,2008,Dizel,Düz,1896,105,270000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-9-tdi-midline/sahibinden-volkswagen-jetta-1-9-tdi-midline-2008-model/17310694
39,98500,İSTANBUL,BEYKOZ,17590044,29 Mayıs 2021,Volkswagen,Polo,1.4 Trendline,2006,Benzin,Otomatik,1390,75,129500,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-trendline/sahibinden-volkswagen-polo-1-4-trendline-2006-model/17590044
40,98500,NİĞDE,MERKEZ,17572866,27 Mayıs 2021,Volkswagen,Jetta,1.6 Primeline,2008,LPG & Benzin,Düz,1595,102,283000,"2 değişen, 3 boyalı",Sahibinden,Boyanmış,Orijinal,Orijinal,Değişmiş,Boyanmış,Orijinal,Orijinal,Orijinal,Değişmiş,Boyanmış,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-6-primeline/sahibinden-volkswagen-jetta-1-6-primeline-2008-model/17572866
41,98500,HAKKARİ,MERKEZ,17471806,05 Mayıs 2021,Volkswagen,Golf,1.6 Comfortline,2001,LPG & Benzin,Düz,1595,105,150000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-golf-1-6-comfortline/sahibinden-volkswagen-golf-1-6-comfortline-2001-model/17471806
42,98500,ADIYAMAN,MERKEZ,17465472,04 Mayıs 2021,Volkswagen,Passat,1.6 Trendline,2004,LPG & Benzin,Düz,1595,102,230000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-trendline/sahibinden-volkswagen-passat-1-6-trendline-2004-model-230-000-km-gri/17465472
43,98000,KONYA,SELÇUKLU,17549630,23 Mayıs 2021,Volkswagen,Golf,1.6 Comfortline,2001,Benzin,Düz,1595,105,173000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-golf-1-6-comfortline/sahibinden-volkswagen-golf-1-6-comfortline-2001-model/17549630
44,98000,KAYSERİ,MELİKGAZİ,17490780,10 Mayıs 2021,Volkswagen,Golf,1.6 Midline,2007,LPG & Benzin,Düz,1595,102,174000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-golf-1-6-midline/astsubaydanvolkswagen-2007-golf-1-6-midline-duz-motor/17490780
45,98000,KOCAELİ,İZMİT,17413811,23 Nisan 2021,Volkswagen,Polo,1.2 Trendline,2012,Benzin,Düz,1198,70,139000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-2-trendline/sahibinden-volkswagen-polo-1-2-trendline-2012-model/17413811
46,98000,İSTANBUL,KAĞITHANE,16958543,19 Nisan 2021,Volkswagen,Bora,1.6 Pacific,2004,Benzin,Düz,1595,105,159000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-bora-1-6-pacific/sahibinden-volkswagen-bora-1-6-pacific-2004-model/16958543
47,98000,KIRKLARELİ,LÜLEBURGAZ,17382475,18 Nisan 2021,Volkswagen,Passat,1.6 FSi Comfortline,2007,Benzin,Düz,1598,115,230000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-fsi-comfortline/sahibinden-volkswagen-passat-1-6-fsi-comfortline-2007-model/17382475
48,98000,KARAMAN,MERKEZ,15670619,10 Nisan 2021,Volkswagen,Golf,1.6 Comfortline,2004,LPG & Benzin,Otomatik,1595,102,255000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-golf-1-6-comfortline/sahibinden-volkswagen-golf-1-6-comfortline-2004-model-karaman/15670619
49,98000,ADANA,ÇUKUROVA,17319160,07 Nisan 2021,Volkswagen,Polo,1.4 Goal,2007,LPG & Benzin,Düz,1390,80,125000,"2 değişen, 2 boyalı",Sahibinden,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Değişmiş,Değişmiş,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-goal/sahibinden-volkswagen-polo-1-4-goal-2007-model/17319160
50,98000,İSTANBUL,BAHÇELİEVLER,17309053,06 Nisan 2021,Volkswagen,Passat,1.6 FSi Comfortline,2006,Benzin,Otomatik,1598,115,247000,"3 değişen, 9 boyalı",Sahibinden,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Değişmiş,Orijinal,Boyanmış,Boyanmış,Boyanmış,Değişmiş,Değişmiş,Boyanmış,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-fsi-comfortline/sahibinden-volkswagen-passat-1-6-fsi-comfortline-2006-model/17309053
51,98000,ANKARA,KEÇİÖREN,17300284,04 Nisan 2021,Volkswagen,Polo,1.2 TDi Trendline,2014,Dizel,Düz,1199,75,198000,"1 değişen, 4 boyalı",Sahibinden,Orijinal,Lokal Boyanmış,Lokal Boyanmış,Boyanmış,Orijinal,Orijinal,Değişmiş,Orijinal,Orijinal,Orijinal,Lokal Boyanmış,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-2-tdi-trendline/sahibinden-volkswagen-polo-1-2-tdi-trendline-2014-model/17300284
52,98000,BATMAN,MERKEZ,16511063,29 Mart 2021,Volkswagen,Jetta,1.6 Primeline,2010,LPG & Benzin,Düz,1595,102,167000,"1 değişen, 8 boyalı",Sahibinden,Boyanmış,Orijinal,Boyanmış,Boyanmış,Boyanmış,Orijinal,Boyanmış,Boyanmış,Boyanmış,Değişmiş,Boyanmış,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-6-primeline/sahibinden-volkswagen-jetta-1-6-primeline-2010-model/16511063
53,98000,DİYARBAKIR,YENİŞEHİR,16495027,27 Mart 2021,Volkswagen,Jetta,1.6 Midline,2009,LPG & Benzin,Otomatik,1595,102,200000,Tamamı boyalı,Sahibinden,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-6-midline/acil-satilik-wolkswagen-jetta/16495027
54,98000,İSTANBUL,ESENYURT,17240459,26 Mart 2021,Volkswagen,Passat,1.6 FSi Comfortline,2006,Benzin,Düz,1598,115,310000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-fsi-comfortline/sahibinden-volkswagen-passat-1-6-fsi-comfortline-2006-model/17240459
